PC Name,Caste,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
North West Delhi,SC,Delhi,Ram Raksha Upadhya,Bharatiya Janta Party,2194425,1402962,64.4,553897,39.5,2019
Nowgong,GEN,Assam,Pradyut Bordoloi,Indian National Congress,1736245,1493475,86.6,16752,1.1,2019
Ongole,Unspecified,Andhra Pradesh,Magunta Sreenivasulu Reddy,Yuvajana Sramika Rythu Congress Party,1410224,1342368,96.7,214851,16,2019
Osmanabad,GEN,Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Shiv Sena,1783129,1204730,68.1,127566,10.6,2019
Outer Manipur,ST,Manipur,Lorho S. Pfoze,Naga Peoples Front,918966,858029,93.7,73782,8.6,2019
Palakkad,GEN,Kerala,V K Sreekandan,Indian National Congress,1274734,1028249,81.2,11637,1.1,2019
Palamau,SC,Jharkhand,Vishnu Dayal Ram,Bharatiya Janta Party,1800197,1209747,67.5,477606,39.5,2019
Palghar,ST,Maharashtra,Rajendra Dhedya Gavit,Shiv Sena,1727531,1201941,71.3,88883,7.4,2019
Pali,GEN,Rajasthan,P. P. Chaudhary,Bharatiya Janta Party,2105101,1359799,65.3,481597,35.4,2019
Panchmahal,GEN,Gujarat,Ratansinh Magansinh Rathod,Bharatiya Janta Party,1696054,1083676,65.1,428541,39.5,2019
Parbhani,GEN,Maharashtra,Jadhav Sanjay (BANDU) HARIBHAU,Shiv Sena,1902298,1252782,66.1,42199,3.4,2019
Paschim Champaran,GEN,Bihar,Dr. Sanjay Jaiswal,Bharatiya Janta Party,1606271,1012936,65.9,293906,29,2019
Pataliputra,GEN,Bihar,Ram Kripal Yadav,Bharatiya Janta Party,1909112,1077749,56.8,39321,3.6,2019
Patan,GEN,Gujarat,Dabhi Bharatsinhji Shankarji,Bharatiya Janta Party,1689822,1126256,67.5,193879,17.2,2019
Pathanamthitta,GEN,Kerala,Anto Antony,Indian National Congress,1332683,1026553,77.3,44243,4.3,2019
Patiala,GEN,Punjab,Preneet Kaur,Indian National Congress,1691510,1177903,70.3,162718,13.8,2019
Patna Sahib,GEN,Bihar,Ravi Shankar Prasad,Bharatiya Janta Party,2136800,982285,46.2,284657,29,2019
Peddapalle,SC,Telangana,Venkatesh Netha Borlakunta,Telangana Rashtra Samithi,1368475,970051,71.5,95180,9.8,2019
Perambalur,GEN,Tamil Nadu,"Dr.Paarivendhar, T. R",Dravida Munetra Kazhagam,1376502,1102767,80.9,403518,36.6,2019
Phulpur,GEN,Uttar Pradesh,Keshari Devi Patel,Bharatiya Janta Party,1950247,978236,50.6,171968,17.6,2019
Pilibhit,GEN,Uttar Pradesh,Feroze Varun Gandhi,Bharatiya Janta Party,1730628,1186589,69.1,255627,21.5,2019
Pollachi,GEN,Tamil Nadu,Shanmuga Sundaram. K,Dravida Munetra Kazhagam,1716498,1081875,63.9,175883,16.3,2019
Ponnani,GEN,Kerala,E. T. Mohammed Basheer,Indian Union Muslim League,1265341,1017265,80.9,193273,19,2019
Porbandar,GEN,Gujarat,Rameshbhai Lavjibhai Dhaduk,Bharatiya Janta Party,1626015,949947,58.9,229823,24.2,2019
Pratapgarh,GEN,Uttar Pradesh,Sangam Lal Gupta,Bharatiya Janta Party,1670655,914665,55.5,117752,12.9,2019
Puducherry,GEN,Pondicherry,Ve. Vaithilingam,Indian National Congress,969845,790760,82.8,197025,24.9,2019
Pune,GEN,Maharashtra,Girish Bhalchandra Bapat,Bharatiya Janta Party,1997594,1035236,52.4,324628,31.4,2019
Puri,GEN,Orissa,Pinaki Misra,Biju Janata Dal,1500546,1135620,76.2,11714,1,2019
Purnia,GEN,Bihar,Santosh Kumar,Janata Dal (United),2055471,1153940,57,263461,22.8,2019
Purulia,GEN,West Bengal,Jyotirmay Singh Mahato,Bharatiya Janta Party,1761215,1355236,77.6,204732,15.1,2019
Purvi Champaran,GEN,Bihar,Radha Mohan Singh,Bharatiya Janta Party,1631187,999400,62.7,293648,29.4,2019
Rae Bareli,GEN,Uttar Pradesh,Sonia Gandhi,Indian National Congress,1628549,958556,59.5,167178,17.4,2019
Raichur,ST,Karnataka,Raja Amareshwara Naik,Bharatiya Janta Party,1896652,1124385,60.1,117716,10.5,2019
Raigad,GEN,Maharashtra,Tatkare Sunil Dattatray,Nationalist Congress Party,1598012,1025467,64.9,31438,3.1,2019
Raiganj,GEN,West Bengal,Debasree Chaudhuri,Bharatiya Janta Party,1531944,1277109,84.3,60574,4.7,2019
Raigarh,ST,Chhattisgarh,Gomati Sai,Bharatiya Janta Party,1714355,1350124,79.7,66027,4.9,2019
Raipur,GEN,Chhattisgarh,Sunil Kumar Soni,Bharatiya Janta Party,2046014,1396250,68.5,348238,24.9,2019
Rajahmundry,Unspecified,Andhra Pradesh,Margani Bharat,Yuvajana Sramika Rythu Congress Party,1382260,1250427,91.8,121634,9.7,2019
Rajampet,Unspecified,Andhra Pradesh,P.V.Midhun Reddy,Yuvajana Sramika Rythu Congress Party,1406762,1224354,88.6,268284,21.9,2019
Rajgarh,GEN,Madhya Pradesh,Rodmal Nagar,Bharatiya Janta Party,1649452,1260329,77,431019,34.2,2019
Rajkot,GEN,Gujarat,Kundaria Mohanbhai Kalyanjibhai,Bharatiya Janta Party,1839420,1195271,66,368407,30.8,2019
Rajmahal,ST,Jharkhand,Vijay Kumar Hansdak,Jharkhand Mukti Morcha,1422969,1047657,74.5,99195,9.5,2019
Rajnandgaon,GEN,Chhattisgarh,Santosh Pandey,Bharatiya Janta Party,1688647,1307033,78.6,111966,8.6,2019
Rajsamand,GEN,Rajasthan,Diya Kumari,Bharatiya Janta Party,1863749,1239845,67.2,551916,44.5,2019
Ramanathapuram,GEN,Tamil Nadu,K. Navaskani,Indian Union Muslim League,1553058,1066146,69.1,127122,11.9,2019
Rampur,GEN,Uttar Pradesh,Mohammad Azam Khan,Samajwadi Party,1658551,1060921,64.4,109997,10.4,2019
Ramtek,SC,Maharashtra,Krupal Balaji Tumane,Shiv Sena,1818912,1196744,66.5,126783,10.6,2019
Ranaghat,SC,West Bengal,Jagannath Sarkar,Bharatiya Janta Party,1974979,1484035,75.6,233428,15.7,2019
Ranchi,GEN,Jharkhand,Sanjay Seth,Bharatiya Janta Party,1827355,1235441,67.9,283026,22.9,2019
Ratlam,ST,Madhya Pradesh,Guman Singh Damor,Bharatiya Janta Party,1802722,1400509,79.7,90636,6.5,2019
Ratnagiri - Si,GEN,Maharashtra,Vinayak Raut,Shiv Sena,1393965,901102,65.6,178322,19.8,2019
Raver,GEN,Maharashtra,Khadse Raksha Nikhil,Bharatiya Janta Party,1707838,1092971,64.5,335882,30.7,2019
Rewa,GEN,Madhya Pradesh,Janardan Mishra,Bharatiya Janta Party,1628121,1013251,62.4,312807,30.9,2019
Robertsganj,SC,Uttar Pradesh,Pakauri Lal Kol,Apna Dal (Soneylal),1672073,988287,60.4,54336,5.5,2019
Rohtak,GEN,Haryana,Arvind Kumar Sharma,Bharatiya Janta Party,1638605,1220571,74.7,7503,0.6,2019
Sabarkantha,GEN,Gujarat,Rathod Dipsinh Shankarsinh,Bharatiya Janta Party,1695262,1218354,72.2,268987,22.1,2019
Sagar,GEN,Madhya Pradesh,Rajbahadur Singh,Bharatiya Janta Party,1550731,1037175,67.5,305542,29.5,2019
Saharanpur,GEN,Uttar Pradesh,Haji Fazlur Rehman,Bahujan Samaj Party,1677662,1231746,73.7,22417,1.8,2019
Salem,GEN,Tamil Nadu,Parthiban.S.R,Dravida Munetra Kazhagam,1580013,1255459,80.5,146926,11.7,2019
Salempur,GEN,Uttar Pradesh,Ravinder,Bharatiya Janta Party,1652927,921066,56.2,112477,12.2,2019
Samastipur,SC,Bihar,Ramchandra Paswan,Lok Jan Shakti Party,1655671,1019025,63.7,251643,24.7,2019
Sambalpur,GEN,Orissa,Nitesh Ganga Deb,Bharatiya Janta Party,1399694,1124455,81.3,9162,0.8,2019
Sambhal,GEN,Uttar Pradesh,Dr. Shafiqur Rehman Barq,Samajwadi Party,1782261,1183469,66.8,174826,14.8,2019
Sangli,GEN,Maharashtra,Sanjaykaka Patil,Bharatiya Janta Party,1424936,1189958,84,164352,13.8,2019
Sangrur,GEN,Punjab,Bhagwant Mann,Aam Aadmi Party,1501950,1105888,74.1,110211,10,2019
Sant Kabir Nag,GEN,Uttar Pradesh,Praveen Kumar Nishad,Bharatiya Janta Party,1935219,1063390,55.6,35749,3.4,2019
Saran,GEN,Bihar,Rajiv Pratap Rudy,Bharatiya Janta Party,1655736,941656,58.6,138429,14.7,2019
Sarguja,ST,Chhattisgarh,Renuka Singh Saruta,Bharatiya Janta Party,1617451,1280689,81,157873,12.3,2019
Sasaram,SC,Bihar,Chhedi Paswan,Bharatiya Janta Party,1771935,974749,56.1,165745,17,2019
Satara,GEN,Maharashtra,Shrimant Chh. Udayanraje Pratapsinhmaharaj Bhonsle,Nationalist Congress Party,1753567,1115434,64.1,126528,11.3,2019
Satna,GEN,Madhya Pradesh,Ganesh Singh,Bharatiya Janta Party,1533662,1113656,72.8,231473,20.8,2019
Secundrabad,GEN,Telangana,G . Kishan Reddy,Bharatiya Janta Party,1890049,915106,48.9,62114,6.8,2019
Shahdol,ST,Madhya Pradesh,Himadri Singh,Bharatiya Janta Party,1626916,1237858,77.3,403333,32.6,2019
Shahjahanpur,SC,Uttar Pradesh,Arun Kumar Sagar,Bharatiya Janta Party,2013411,1186157,59.4,268418,22.6,2019
Sheohar,GEN,Bihar,Rama Devi,Bharatiya Janta Party,1660635,1004559,60.9,340360,33.9,2019
Shillong,ST,Meghalaya,Vincent H. Pala,Indian National Congress,1154272,784190,68.3,152433,19.4,2019
Shimla,SC,Himachal Pradesh,Suresh Kumar Kashyap,Bharatiya Janta Party,1153363,913608,79.9,327515,35.8,2019
Shimoga,GEN,Karnataka,B.Y.Raghavendra.,Bharatiya Janta Party,1640421,1283577,78.7,223360,17.4,2019
Shirdi,SC,Maharashtra,Sadashiv Kisan Lokhande,Shiv Sena,1524878,1029362,67.9,120195,11.7,2019
Shirur,GEN,Maharashtra,Dr. Amol Ramsing Kolhe,Nationalist Congress Party,2045438,1293117,63.5,58483,4.5,2019
Shrawasti,GEN,Uttar Pradesh,Ram Shiromani,Bahujan Samaj Party,1868891,997007,54.3,5320,0.5,2019
Sidhi,GEN,Madhya Pradesh,Riti Pathak,Bharatiya Janta Party,1822205,1282705,70.7,286524,22.3,2019
Sikar,GEN,Rajasthan,Sumedhanand Saraswati,Bharatiya Janta Party,1977129,1326969,67.5,297156,22.4,2019
Sikkim,GEN,Sikkim,Indra Hang Subba,Sikkim Krantikari Morcha,410317,351746,86.3,12433,3.5,2019
Silchar,GEN,Assam,Rajdeep Roy,Bharatiya Janta Party,1002420,949696,95.6,81596,8.6,2019
Singhbhum,ST,Jharkhand,Geeta Kora,Indian National Congress,1230774,879329,73.4,72155,8.2,2019
Sirsa,SC,Haryana,Sunita Duggal,Bharatiya Janta Party,1740188,1369486,79,309918,22.6,2019
Sitamarhi,GEN,Bihar,Sunil Kumar Pintu,Janata Dal (United),1738001,1038849,60.4,250539,24.1,2019
Sitapur,GEN,Uttar Pradesh,Rajesh Verma,Bharatiya Janta Party,1653132,1064521,64.9,100833,9.5,2019
Sivaganga,GEN,Tamil Nadu,Karti P Chidambaram,Indian National Congress,1529700,1084468,71.5,332244,30.6,2019
Siwan,GEN,Bihar,Kavita Singh,Janata Dal (United),1780670,984810,55.8,116958,11.9,2019
Solapur,SC,Maharashtra,Shri. Sha. Bra. Dr. Jai Sidheshwar Shivachary Mahaswamiji,Bharatiya Janta Party,1747242,1084514,62.4,158608,14.6,2019
Sonipat,GEN,Haryana,Ramesh Chander Kaushik,Bharatiya Janta Party,1493894,1129532,75.8,164864,14.6,2019
South Delhi,GEN,Delhi,Badri Narain Sinha,Bharatiya Janta Party,1752741,1214222,69.6,367043,30.2,2019
South Goa,GEN,Goa,Cosme Francisco Caitano Sardinha,Indian National Congress,572200,424575,75.2,9755,2.3,2019
Srerampur,GEN,West Bengal,Kalyan Banerjee,All India Trinamool Congress,1983013,1401705,71.7,98536,7,2019
Srikakulam,Unspecified,Andhra Pradesh,Kinjarapu Ram Mohan Naidu,Telugu Desam,1410763,1157329,83.9,6653,0.6,2019
Srinagar,Unspecified,Jammu & Kashmir,Farooq Abdullah,Jammu & Kashmir National Conference,1205233,186832,15.6,70050,37.5,2019
Sriperumbudur,GEN,Tamil Nadu,Baalu.T.R.,Dravida Munetra Kazhagam,2176499,1406782,65.7,507955,36.1,2019
Sultanpur,GEN,Uttar Pradesh,Maneka Sanjai Gandhi,Bharatiya Janta Party,1739538,1000316,58.1,14526,1.5,2019
Sundargarh,ST,Orissa,Jual Oram,Bharatiya Janta Party,1508886,1100129,73.8,223065,20.3,2019
Supaul,GEN,Bihar,Dileshwar Kamait,Janata Dal (United),1680576,1110805,66.7,266853,24,2019
Surat,GEN,Gujarat,Darshana Vikram Jardosh,Bharatiya Janta Party,1606425,1068412,67.2,548230,51.3,2019
Surendranagar,GEN,Gujarat,Dr. Munjapara Mahendrabhai,Bharatiya Janta Party,1812702,1077726,59.9,277437,25.7,2019
Tamluk,GEN,West Bengal,Adhikari Dibyendu,All India Trinamool Congress,1839886,1446499,79.2,190165,13.1,2019
Tehri Garhwal,GEN,Uttarakhand,Mala Rajya Laxmi Shah,Bharatiya Janta Party,1439343,876069,61.3,300586,34.3,2019
Tenkasi,SC,Tamil Nadu,Dhanush.M.Kumar,Dravida Munetra Kazhagam,1472742,1065569,73.3,120286,11.3,2019
Tezpur,GEN,Assam,Pallab Lochan Das,Bharatiya Janta Party,1437189,1190196,83.9,242841,20.4,2019
Thane,GEN,Maharashtra,Rajan Baburao Vichare,Shiv Sena,2178348,1170518,54.7,412145,35.2,2019
Thanjavur,GEN,Tamil Nadu,"Palanimanickam,s.S.",Dravida Munetra Kazhagam,1443417,1059223,74.4,368129,34.8,2019
Theni,GEN,Tamil Nadu,"Raveendranath Kumar, P",All India Anna Dravida Munnetra Kazhagam,1800597,1173489,65.8,76693,6.5,2019
Thiruvallur,SC,Tamil Nadu,Dr.K.Jayakumar,Indian National Congress,1882738,1408189,75.8,356955,25.3,2019
Thiruvananthap,GEN,Kerala,Dr. Shashi Tharoor,Indian National Congress,1330409,1010180,76.3,99989,9.9,2019
Thoothukkudi,GEN,Tamil Nadu,Kanimozhi Karunanidhi,Dravida Munetra Kazhagam,1402826,991263,71.3,347209,35,2019
Thrissur,GEN,Kerala,T. N. Prathapan,Indian National Congress,1268671,1041869,82.5,93633,9,2019
Tikamgarh,SC,Madhya Pradesh,Dr Virendra Kumar,Bharatiya Janta Party,1717393,1096712,64.5,348059,31.7,2019
Tiruchirappall,GEN,Tamil Nadu,Thirunavukkarasar. Su,Indian National Congress,1489425,1048062,71.3,459286,43.8,2019
Tirunelveli,GEN,Tamil Nadu,Gnanathiraviam S,Dravida Munetra Kazhagam,1526692,1039761,68.8,185457,17.8,2019
Tirupati,Unspecified,Andhra Pradesh,Balli Durga Prasad Rao,Yuvajana Sramika Rythu Congress Party,1509361,1313515,88.7,228376,17.4,2019
Tiruppur,GEN,Tamil Nadu,"Subbarayan, K.",Communist Party Of India,1490562,1119584,76.6,93368,8.3,2019
Tiruvannamalai,GEN,Tamil Nadu,Annadurai C N,Dravida Munetra Kazhagam,1431287,1151729,81.3,304187,26.4,2019
Tonk-Sawai Mad,GEN,Rajasthan,Sukhbir Singh Jaunapuria,Bharatiya Janta Party,1893418,1233458,65.6,111291,9,2019
Tripura East,ST,Tripura,Rebati Tripura,Bharatiya Janta Party,1173233,1045417,90.1,204290,19.5,2019
Tripura West,GEN,Tripura,Pratima Bhoumik,Bharatiya Janta Party,1285794,1107755,87.1,305689,27.6,2019
Tumkur,GEN,Karnataka,G. S. Basavaraj,Bharatiya Janta Party,1584884,1244858,79.2,13339,1.1,2019
Tura,ST,Meghalaya,Agatha K. Sangma,National People's Party,692353,583041,85.1,64030,11,2019
Udaipur,ST,Rajasthan,Arjunlal Meena,Bharatiya Janta Party,2008400,1454518,73.8,437914,30.1,2019
Udhampur,Unspecified,Jammu & Kashmir,Dr. Jitendra Singh,Bharatiya Janta Party,1490244,1180123,79.7,357252,30.3,2019
Udupi Chikmaga,GEN,Karnataka,Shobha Karandlaje,Bharatiya Janta Party,1495439,1151012,77.5,349599,30.4,2019
Ujiarpur,GEN,Bihar,Nityanand Rai,Bharatiya Janta Party,1588209,969284,61.9,277278,28.6,2019
Ujjain,SC,Madhya Pradesh,Anil Firojiya,Bharatiya Janta Party,1624122,1252511,77.8,365637,29.2,2019
Uluberia,GEN,West Bengal,Sajda Ahmed,All India Trinamool Congress,1775607,1311099,74.4,215359,16.4,2019
Unnao,GEN,Uttar Pradesh,Swami Sakshi Ji Maharaj,Bharatiya Janta Party,2160607,1237076,57.8,400956,32.4,2019
Uttara Kannada,GEN,Karnataka,Anantkumar Hegde,Bharatiya Janta Party,1535047,1153480,76.2,479649,41.6,2019
Vadakara,GEN,Kerala,K. Muraleedharan,Indian National Congress,1207556,1065619,88.5,84663,7.9,2019
Vadodara,GEN,Gujarat,Ranjanben Bhatt,Bharatiya Janta Party,1707484,1222348,72.6,589177,48.2,2019
Vaishali,GEN,Bihar,Veena Devi (W/o Dinesh Prasad Singh),Lok Jan Shakti Party,1721658,1074730,63,234584,21.8,2019
Valmiki Nagar,GEN,Bihar,Baidyanath Prasad Mahto,Janata Dal (United),1641701,1032090,65,354616,34.4,2019
Valsad,ST,Gujarat,Dr.K.C.Patel,Bharatiya Janta Party,1628352,1260377,78.6,353797,28.1,2019
Varanasi,GEN,Uttar Pradesh,Narendra Modi,Bharatiya Janta Party,1784093,1060476,59.7,479505,45.2,2019
Vidisha,GEN,Madhya Pradesh,Ramakant Bhargava,Bharatiya Janta Party,1700678,1250244,74,503084,40.2,2019
Vijayawada,Unspecified,Andhra Pradesh,Kesineni Srinivas (NANI),Telugu Desam,1362762,1277711,94.4,8726,0.7,2019
Viluppuram,SC,Tamil Nadu,Ravikumar D,Dravida Munetra Kazhagam,1400389,1135540,81.9,128068,11.3,2019
Virudhunagar,GEN,Tamil Nadu,"Manickam Tagore, B.",Indian National Congress,1461240,1074735,74.7,154554,14.4,2019
Visakhapatnam,Unspecified,Andhra Pradesh,M V V Satyanarayana,Yuvajana Sramika Rythu Congress Party,1534088,1239754,81.9,4414,0.4,2019
Vizianagaram,Unspecified,Andhra Pradesh,Bellana Chandra Sekhar,Yuvajana Sramika Rythu Congress Party,1380455,1217890,90.4,48036,3.9,2019
Warangal,SC,Telangana,Dayakar Pasunoori,Telangana Rashtra Samithi,1578335,1061645,68.5,350298,33,2019
Wardha,GEN,Maharashtra,Ramdas Chandrabhanji Tadas,Bharatiya Janta Party,1679788,1072570,64.2,187191,17.5,2019
Wayanad,GEN,Kerala,Rahul Gandhi,Indian National Congress,1306141,1092197,83.8,431770,39.5,2019
West Delhi,GEN,Delhi,Sant Prasad Sinha,Bharatiya Janta Party,2039410,1441601,71.1,578486,40.1,2019
Yavatmal-Washi,GEN,Maharashtra,Bhavana Pundlikrao Gawali,Shiv Sena,1812059,1174220,65,117939,10,2019
Zahirabad,GEN,Telangana,B.B.Patil,Telangana Rashtra Samithi,1411026,1044365,74.8,6229,0.6,2019
Adilabad,ST,Telangana,Godam Nagesh,Bharatiya Janta Party,1650175,1235597,74.9,90652,7.3,2024
Agra,SC,Uttar Pradesh,Prof S P Singh Baghel,Bharatiya Janta Party,2072685,1123779,54.2,271294,24.1,2024
Ahmadnagar,GEN,Maharashtra,Nilesh Dnyandev Lanke,Nationalist Congress Party – Sharadchandra Pawar,1981866,1325477,66.9,28929,2.2,2024
Ahmedabad East,GEN,Gujarat,Hasmukhbhai Patel (H.S.PATEL),Bharatiya Janta Party,2038162,1128339,55.4,461755,40.9,2024
Ahmedabad West,SC,Gujarat,Dineshbhai Makwana (ADVOCATE),Bharatiya Janta Party,1726987,966646,56,286437,29.6,2024
Ajmer,GEN,Rajasthan,Bhagirath Choudhary,Bharatiya Janta Party,1995699,1201179,60.2,329991,27.5,2024
Akbarpur,GEN,Uttar Pradesh,Devendra Singh Alias Bhole Singh,Bharatiya Janta Party,1869167,1086953,58.2,44345,4.1,2024
Akola,GEN,Maharashtra,Anup Sanjay Dhotre,Bharatiya Janta Party,1890814,1173072,62,40626,3.5,2024
Alappuzha,GEN,Kerala,K. C Venugopal,Indian National Congress,1400082,1058703,75.6,63513,6,2024
Alathur,SC,Kerala,K.Radhakrishnan,Communist Party Of India (Marxist),1337496,992268,74.2,20111,2,2024
Aligarh,GEN,Uttar Pradesh,Satish Kumar Gautam,Bharatiya Janta Party,1997234,1133366,56.7,15647,1.4,2024
Alipurduars,ST,West Bengal,Manoj Tigga,Bharatiya Janta Party,1773252,1421389,80.2,75447,5.3,2024
Allahabad,GEN,Uttar Pradesh,Ujjwal Raman Singh,Indian National Congress,1825730,947000,51.9,58795,6.2,2024
Almora,SC,Uttarakhand,Ajay Tamta,Bharatiya Janta Party,1339327,668497,49.9,234097,35,2024
Alwar,GEN,Rajasthan,Bhupender Yadav,Bharatiya Janta Party,2059888,1253438,60.9,48282,3.9,2024
Amalapuram,SC,Andhra Pradesh,G M Harish (BALAYOGI),Telugu Desam,1531410,1301106,85,342196,26.3,2024
Ambala,SC,Haryana,Varun Chaudhry,Indian National Congress,1996708,1346722,67.5,49036,3.6,2024
Ambedkar Nagar,GEN,Uttar Pradesh,Lalji Verma,Samajwadi Party,1911297,1177062,61.6,137247,11.7,2024
Amethi,GEN,Uttar Pradesh,Kishori Lal,Indian National Congress,1796098,980671,54.6,167196,17,2024
Amravati,SC,Maharashtra,Balwant Baswant Wankhade,Indian National Congress,1836078,1173579,63.9,19731,1.7,2024
Amreli,GEN,Gujarat,Bharatbhai Manubhai Sutariya,Bharatiya Janta Party,1732810,876426,50.6,321068,36.6,2024
Amritsar,GEN,Punjab,Gurjeet Singh Aujla,Indian National Congress,1611263,905656,56.2,40301,4.4,2024
Amroha,GEN,Uttar Pradesh,Kanwar Singh Tanwar,Bharatiya Janta Party,1716641,1110690,64.7,28670,2.6,2024
Anakapalli,Unspecified,Andhra Pradesh,C.M.Ramesh,Bharatiya Janta Party,1596916,1325332,83,296530,22.4,2024
Anand,GEN,Gujarat,Mitesh Patel (BAKABHAI),Bharatiya Janta Party,1780182,1167969,65.6,89939,7.7,2024
Anandpur Sahib,GEN,Punjab,Malvinder Singh Kang,Aam Aadmi Party,1732211,1077123,62.2,10846,1,2024
Anantapur,Unspecified,Andhra Pradesh,Ambica G Lakshminarayana Valmiki,Telugu Desam,1767591,1440428,81.5,188555,13.1,2024
Anantnag,Unspecified,Jammu & Kashmir,Mian Altaf Ahmad,Jammu & Kashmir National Conference,1836576,1026148,55.9,281794,27.5,2024
Andaman And Nicobar Islands,GEN,Andaman & Nicobar Islands,Bishnu Pada Ray,Bharatiya Janta Party,315148,202514,64.3,24396,12,2024
Aonla,GEN,Uttar Pradesh,Neeraj Maurya,Samajwadi Party,1891713,1088896,57.6,15969,1.5,2024
Arakkonam,GEN,Tamil Nadu,S Jagathratchakan,Dravida Munnetra Kazhagam,1562871,1163822,74.5,306559,26.3,2024
Arambagh,SC,West Bengal,Bag Mitali,All India Trinamool Congress,1883266,1559079,82.8,6399,0.4,2024
Arani,GEN,Tamil Nadu,Tharaniventhan M S,Dravida Munnetra Kazhagam,1496118,1140261,76.2,208766,18.3,2024
Araria,GEN,Bihar,Pradeep Kumar Singh,Bharatiya Janta Party,2018767,1252560,62.1,20094,1.6,2024
Arrah,GEN,Bihar,Sudama Prasad,Communist Party Of India (Marxist-Leninist) (Liberation),2165574,1096561,50.6,59808,5.5,2024
Aruku,ST,Andhra Pradesh,Gumma Thanuja Rani,Yuvajana Sramika Rythu Congress Party,1554633,1164445,74.9,50580,4.3,2024
Arunachal East,GENP,Arunachal Pradesh,Tapir Gao,Bharatiya Janta Party,375310,323443,86.2,30421,9.4,2024
Arunachal West,GENP,Arunachal Pradesh,Kiren Rijiju,Bharatiya Janta Party,517384,399804,77.3,100738,25.2,2024
Asansol,GEN,West Bengal,Shatrughan Prasad Sinha,All India Trinamool Congress,1770281,1301540,73.5,59564,4.6,2024
Aska,GEN,Orissa,Anita Subhadarshini,Bharatiya Janta Party,1620974,1017914,62.8,99974,9.8,2024
Attingal,GEN,Kerala,Adv Adoor Prakash,Indian National Congress,1396807,985341,70.5,684,0.1,2024
Aurangabad,GEN,Bihar,Abhay Kumar Sinha,Rashtriya Janata Dal,1871564,945880,50.5,79111,8.4,2024
Aurangabad,GEN,Maharashtra,Bhumare Sandipanrao Asaram,Shiv Sena,2059710,1302197,63.2,134650,10.3,2024
Azamgarh,GEN,Uttar Pradesh,Dharmendra Yadav,Samajwadi Party,1868165,1054520,56.5,161035,15.3,2024
Badaun,GEN,Uttar Pradesh,Aditya Yadav,Samajwadi Party,2008758,1091764,54.4,34991,3.2,2024
Bagalkot,GEN,Karnataka,Gaddigoudar. Parvatagouda. Chandanagouda.,Bharatiya Janta Party,1806183,1317561,73,68399,5.2,2024
Baghpat,GEN,Uttar Pradesh,Dr Rajkumar Sangwan,Rashtriya Lok Dal,1653146,933773,56.5,159459,17.1,2024
Baharaich,SC,Uttar Pradesh,Anand Kumar,Bharatiya Janta Party,1838684,1056566,57.5,64227,6.1,2024
Baharampur,GEN,West Bengal,Pathan Yusuf,All India Trinamool Congress,1783078,1384770,77.7,85022,6.1,2024
Balaghat,GEN,Madhya Pradesh,Bharti Pardhi,Bharatiya Janta Party,1873653,1382280,73.8,174512,12.6,2024
Balasore,GEN,Orissa,Pratap Chandra Sarangi,Bharatiya Janta Party,1608014,1239635,77.1,147156,11.9,2024
Ballia,GEN,Uttar Pradesh,Sanatan Pandey,Samajwadi Party,1923645,1007322,52.4,43384,4.3,2024
Balurghat,GEN,West Bengal,Sukanta Majumdar,Bharatiya Janta Party,1561966,1237308,79.2,10386,0.8,2024
Banaskantha,GEN,Gujarat,Geniben Nagaji Thakor,Indian National Congress,1961924,1375903,70.1,30406,2.2,2024
Banda,GEN,Uttar Pradesh,Krishna Devi Shivshanker Patel,Samajwadi Party,1747425,1044132,59.8,71210,6.8,2024
Bangalore Cent,GEN,Karnataka,P C Mohan,Bharatiya Janta Party,2433751,1316510,54.1,32707,2.5,2024
Bangalore Nort,GEN,Karnataka,Shobha Karandlaje,Bharatiya Janta Party,3214496,1752504,54.5,259476,14.8,2024
Bangalore Rura,GEN,Karnataka,Dr C N Manjunath,Bharatiya Janta Party,2802580,1919540,68.5,269647,14,2024
Bangalore Sout,GEN,Karnataka,Tejasvi Surya,Bharatiya Janta Party,2341759,1249342,53.4,277083,22.2,2024
Bangaon,SC,West Bengal,Shantanu Thakur,Bharatiya Janta Party,1836374,1493108,81.3,73693,4.9,2024
Banka,GEN,Bihar,Giridhari Yadav,Janata Dal (United),1856566,1014155,54.6,103844,10.2,2024
Bankura,GEN,West Bengal,Arup Chakraborty,All India Trinamool Congress,1780580,1447674,81.3,32778,2.3,2024
Bansgaon,SC,Uttar Pradesh,Kamlesh Paswan,Bharatiya Janta Party,1820854,944763,51.9,3150,0.3,2024
Banswara,ST,Rajasthan,Raj Kumar Roat,Bharat Adivasi Party,2200438,1636852,74.4,247054,15.1,2024
Bapatla,SC,Andhra Pradesh,Krishna Prasad Tenneti,Telugu Desam,1506354,1300745,86.4,208031,16,2024
Barabanki,SC,Uttar Pradesh,Tanuj Punia,Indian National Congress,1918491,1290634,67.3,215704,16.7,2024
Baramati,GEN,Maharashtra,Supriya Sule,Nationalist Congress Party – Sharadchandra Pawar,2372668,1412349,59.5,158333,11.2,2024
Baramulla,Unspecified,Jammu & Kashmir,Abdul Rashid Sheikh,Independent,1737865,1033900,59.5,204142,19.7,2024
